r_mean,r_std,r_min,r_max,g_mean,g_std,g_min,g_max,b_mean,b_std,b_min,b_max,gray_mean,gray_std,gray_min,gray_max,gray_median,gray_q25,gray_q75,red_dominance,green_dominance,blue_dominance,dark_pixel_ratio,bright_pixel_ratio,rust_color_ratio,edge_mean,edge_std,edge_density_low,edge_density_high,r_hist_0,r_hist_1,r_hist_2,r_hist_3,r_hist_4,g_hist_0,g_hist_1,g_hist_2,g_hist_3,g_hist_4,b_hist_0,b_hist_1,b_hist_2,b_hist_3,b_hist_4,gray_hist_0,gray_hist_1,gray_hist_2,gray_hist_3,gray_hist_4,filename,original_filename,label,split
0.5489313,0.25805378,0.0,1.0,0.51223356,0.23378602,0.0,1.0,0.44098827,0.20070216,0.0,1.0,0.5007177,0.2294329,0.0,0.9986928,0.5568628,0.3019608,0.7006536,0.7856544961734694,0.06600765306122448,0.11455676020408163,0.20232780612244897,0.13303172831632654,0.056361607142857144,0.15921189,0.2564595,0.37478077168367346,0.22873485331632654,0.7192681653024773,0.8548907716999102,0.8613679076815852,1.5225407476382555,1.0419324600631978,0.7105986820132953,0.9619140481663636,1.026088077903434,1.9379784318390467,0.363420780590138,0.8504065562055058,1.0760124201906553,1.6977238596912505,1.3462612409577086,0.029595824468130236,0.7685945357409265,0.9295280473734424,1.083585681181115,2.0401189034883176,0.178172842252582,abandoned_006.jpg,IMG_3092.jpg,abandoned,train
0.41420594,0.16217886,0.0,1.0,0.41712013,0.17287137,0.0,1.0,0.39532384,0.19410285,0.011764706,1.0,0.4088833,0.16754298,0.0052287583,1.0,0.40784314,0.2901961,0.48758173,0.5645527742346939,0.16037547831632654,0.23887914540816327,0.17111766581632654,0.051877391581632654,0.14433195153061223,0.17097637,0.2712773,0.37950414540816324,0.2516541772959184,0.36302215658034426,1.9831193900920756,2.1867026106160004,0.27602839655461536,0.1911272435349286,0.41444116091618216,1.8777901505901746,2.176438740360193,0.27951611997678555,0.2518136310806906,0.68748005990881,2.116948310291747,1.5105826136678797,0.3769730773162851,0.308015802797948,0.4451331247445505,1.9491390015678103,2.1279095674031203,0.2662627709725387,0.2115553378647828,abandoned_007.jpg,IMG_3093.jpg,abandoned,train
0.5034614,0.22954123,0.0,1.0,0.4934033,0.20501983,0.047058824,1.0,0.4385426,0.19909154,0.0,1.0,0.4784691,0.20162119,0.043137256,1.0,0.47189543,0.32254905,0.62352943,0.6018415178571429,0.1731903698979592,0.17321029974489796,0.1448700573979592,0.11019212372448979,0.1233657525510204,0.15843081,0.25753036,0.36039142219387754,0.23134566326530612,0.5632174660972017,1.1628069023156842,1.4600604561951165,1.2518934100778458,0.5620217171725742,0.43108258286208323,1.2919523085545328,1.6384325703494476,1.1610133026201528,0.47751916111542114,0.6544961637166349,1.5822305248923156,1.6899512200800562,0.8570831186881757,0.21623885217455424,0.450215235638209,1.461057057310186,1.6084381533883003,1.0651507331307881,0.41513873647889077,active_006.jpg,IMG_3094.jpg,active,test
0.47158396,0.15864767,0.003921569,1.0,0.44000015,0.16053721,0.0,1.0,0.40755972,0.16045243,0.0,1.0,0.43971464,0.15635091,0.007843138,1.0,0.41045752,0.3254902,0.5346405,0.8459622130102041,0.017717633928571428,0.11348054846938775,0.07200653698979592,0.03854432397959184,0.2310467155612245,0.17549154,0.27956834,0.37649473852040816,0.25550063775510207,0.12476083997765332,1.6280691721684502,2.169164346877921,0.9143814320524007,0.1636240531201005,0.127351720041087,2.21809228199887,1.7396761837465429,0.7817482927692987,0.13313138548626935,0.19899951871834956,2.5747368876538386,1.557118802109261,0.5421915182865207,0.12695313256699636,0.11648995362130728,2.232242473114546,1.782326052382327,0.74726965551013,0.12167172281342431,abandoned_008.jpg,IMG_3095.jpg,abandoned,train
0.52596176,0.20608023,0.03137255,0.99215686,0.51647735,0.20568062,0.043137256,1.0,0.45479172,0.21244705,0.0,0.99607843,0.49907696,0.20208926,0.047058824,0.98692816,0.45751634,0.33202615,0.69673204,0.5565409757653061,0.21241230867346939,0.16489955357142858,0.09522480867346939,0.14911511479591838,0.15694754464285715,0.15771113,0.25728577,0.3592952806122449,0.22823660714285715,0.1858458199347631,1.4211973640265907,1.478694861416826,1.3502472105830463,0.564014701985243,0.1757812473806553,1.5647919090807427,1.378945986406499,1.422791857764187,0.45768896222936756,0.5082110893658401,1.9074856220864531,1.0065568296496636,1.4034599050813004,0.17428652186787805,0.1911272292948395,1.7778419696815595,1.2743142993327294,1.4023637634343327,0.35435269969249533,active_007.jpg,IMG_3096.jpg,active,train
0.5208725,0.22532025,0.015686275,1.0,0.52166694,0.21963185,0.011764706,1.0,0.5000224,0.22700723,0.0,0.99607843,0.5141873,0.22178452,0.014379085,0.9882353,0.52418303,0.3281046,0.7006536,0.29707429846938777,0.1741669323979592,0.4071468431122449,0.15832270408163265,0.15425701530612246,0.037966358418367346,0.14996453,0.25134757,0.34841358418367346,0.21414620535714285,0.4915696674199391,1.1285275660917922,1.299027307327296,1.5505421842562508,0.5303332586511418,0.4436383862464157,1.1585219852876976,1.337990154609052,1.5360930443644027,0.5237564087693352,0.6134406796345317,1.163703745414565,1.2362482950830342,1.558613772747559,0.4279934885206039,0.5025310830729278,1.181341659692556,1.3006216949398486,1.5160635469970825,0.4994419940547769,abandoned_009.jpg,IMG_3097.jpg,abandoned,train
0.5035384,0.29665095,0.007843138,1.0,0.49033713,0.27290997,0.003921569,0.9882353,0.41607174,0.24653777,0.003921569,0.99215686,0.46998245,0.27090165,0.0065359487,0.9816993,0.3882353,0.21960784,0.76209146,0.6183434311224489,0.26779735331632654,0.05901227678571429,0.3175023915816326,0.26917251275510207,0.057118941326530615,0.16013789,0.27082103,0.3467992665816326,0.22219786352040816,0.9151785577913482,1.528220640493044,0.4847934834417992,0.6455277808233929,1.4262795811863571,0.7864317484853354,1.6708186932151061,0.5220622938852182,0.8890705249315084,1.1316167766332894,1.4547791556180196,1.1748644595339717,0.5297352842706279,1.814911619656754,0.025709504083426267,1.0166214771980984,1.5257294096628193,0.46067837080193996,1.1095942944533004,0.88737648784074,active_008.jpg,IMG_3098.jpg,active,train
0.4581488,0.24800573,0.043137256,1.0,0.46142486,0.23543832,0.043137256,0.99215686,0.39002562,0.23627439,0.003921569,1.0,0.4365331,0.23561133,0.050980393,0.9895425,0.3895425,0.22614379,0.6405229,0.4746890943877551,0.35744180484693877,0.13434709821428573,0.2950414540816326,0.14205994897959184,0.08117426658163265,0.19176233,0.30137637,0.3794642857142857,0.27096619897959184,0.9067083729685842,1.5060985107206486,0.9994817346189612,0.9136838873679668,0.6740274636445553,0.7354113410823334,1.6141182795191917,1.0500038920917243,1.0574777416020138,0.5429887122115881,1.4098373514407658,1.5062978091870665,0.8570829909728499,0.9431800625954636,0.2836017388427564,0.9766621346812939,1.5811343833270168,1.0138312231319353,0.9693878128820571,0.45898440235760224,abandoned_010.jpg,IMG_3099.jpg,abandoned,train
0.5624539,0.22634478,0.0,1.0,0.5365793,0.21300256,0.015686275,1.0,0.497677,0.18973802,0.023529412,1.0,0.5322367,0.20669043,0.022222223,1.0,0.54771245,0.36732027,0.6901961,0.8042490433673469,0.03517617984693878,0.12390385841836735,0.11332110969387756,0.16354432397959184,0.0699936224489796,0.17378591,0.26249772,0.3998525191326531,0.2640904017857143,0.38853236028184523,0.9268375180767998,1.2049584381866878,1.6695233775725722,0.8101483263498277,0.3360172143807084,1.1226482613324618,1.3941923179515339,1.5310109330920976,0.6161312548365294,0.3099091152799535,1.307597238168344,1.809131694118369,1.2680365870604622,0.3053252733008453,0.31469227847398495,1.1483577635003808,1.471121520257201,1.5188537257348185,0.5469746818369255,abandoned_011.jpg,IMG_3100.jpg,abandoned,test
0.55688596,0.21834381,0.003921569,1.0,0.5256373,0.21109533,0.003921569,1.0,0.47194013,0.19512321,0.003921569,1.0,0.5181545,0.20672278,0.003921569,1.0,0.5424837,0.35816994,0.69934636,0.7893415178571429,0.0264469068877551,0.12059550382653061,0.12360491071428571,0.1015625,0.11120854591836735,0.14817576,0.2485581,0.35421316964285715,0.2039421237244898,0.35963408265123864,0.9188655794200807,1.2903578246840408,1.7815291240445534,0.6496133996893637,0.3829520032221419,1.1369977509145561,1.2801936036540176,1.9350886038606772,0.2647680323630372,0.43476960449081575,1.4751075991926532,1.4762036307722126,1.3839286539171471,0.22999044738196833,0.38653937561766544,1.1858258751869604,1.299027307327296,1.914261912568289,0.214345516602519,abandoned_012.jpg,IMG_3101.jpg,abandoned,train
0.5031917,0.2240004,0.0,1.0,0.47801793,0.21215124,0.0,1.0,0.39759052,0.2015499,0.0,1.0,0.4596001,0.20888792,0.0,0.99477124,0.45359477,0.28235295,0.64183,0.7004942602040817,0.20503826530612246,0.05683992346938776,0.20242745535714285,0.07912149234693877,0.14192044005102042,0.17406519,0.2735756,0.38105867346938777,0.2530492665816326,0.5083107385990492,1.3132772444612564,1.2366468919861724,1.4636480464238955,0.47811705655922176,0.4886798396568784,1.519052911037817,1.321846980031956,1.366689335287563,0.3037308854507103,0.9928053104611502,1.5545280380602169,1.5680802169455605,0.7471700062694966,0.13741630283350706,0.6299824523472238,1.511080972381098,1.3008209933914177,1.358219149833721,0.1998963767106709,active_009.jpg,IMG_3108.jpg,active,train
0.515619,0.2335862,0.0,1.0,0.4790376,0.21348713,0.0,1.0,0.40688962,0.1863769,0.0,1.0,0.46718207,0.20639828,0.0013071896,0.9633987,0.52418303,0.27189544,0.627451,0.8701371173469388,0.03158880739795918,0.07106983418367346,0.22450972576530612,0.060646524234693876,0.08177216198979592,0.13701037,0.22830433,0.35239955357142855,0.1941764987244898,0.6521045821196192,1.0655492507037116,0.888871093998119,1.9403700136142492,0.45310509716022956,0.7196667622353132,1.060367490576844,1.3759565096329627,1.6238840253624591,0.22012517255925823,0.9277343611756806,1.1757613026328526,2.287647276335742,0.5384048471424501,0.07045201312783865,0.7700892742390613,1.0385443085040758,1.5607061742375046,1.503009496474102,0.12765067725143042,active_010.jpg,IMG_3109.jpg,active,test
0.56391364,0.22551823,0.0,1.0,0.52413,0.20717487,0.0,1.0,0.46376932,0.17928015,0.0,1.0,0.517271,0.20222771,0.013071896,0.99607843,0.5686274,0.3398693,0.6862745,0.8112244897959183,0.030034279336734693,0.13089923469387754,0.14122289540816327,0.10415338010204081,0.07276387117346939,0.17263025,0.26893046,0.39114317602040816,0.252132493622449,0.38066007085833514,1.0148277910003365,0.8806002082580021,2.035634687659813,0.6882773050551365,0.39351482194229465,1.1441724957056032,1.1425780228455642,2.086655098864132,0.2330795738416048,0.46496332215313924,1.3424744697914899,1.7912944827029358,1.3596142392025892,0.04165338258477588,0.40298149909714853,1.1561304036906819,1.2161191514745566,2.084662114051463,0.1401068323306098,abandoned_013.jpg,IMG_3110.jpg,abandoned,test
0.49141556,0.2650802,0.015686275,1.0,0.48515674,0.25178823,0.011764706,1.0,0.41990933,0.24625814,0.003921569,1.0,0.4654939,0.25103545,0.010457517,1.0,0.45359477,0.23660131,0.669281,0.5295360331632653,0.29715401785714285,0.11240433673469388,0.26638233418367346,0.17512356505102042,0.07686941964285714,0.16669418,0.27266523,0.361148756377551,0.23682637117346939,0.9388950752950873,1.120157030502237,1.0737204078284452,0.9678930742725556,0.8993343967167522,0.8778100953379776,1.129324759957464,1.1692840153558215,1.0895647970859799,0.7340163065058832,1.2811901913679622,1.257971920030268,1.0856783149225906,0.9613162243907488,0.41384329635065614,1.0057597107783187,1.1738679672018817,1.1603155850352127,1.0022720622910908,0.6577846374213053,active_011.jpg,IMG_3111.jpg,active,train
0.43871027,0.16797385,0.0,1.0,0.42495108,0.16414553,0.0,1.0,0.39976692,0.16141465,0.0,1.0,0.42114273,0.16057184,0.0,1.0,0.42745098,0.34117648,0.5084967,0.7605628188775511,0.038006218112244895,0.13661910076530612,0.1341278698979592,0.028380102040816327,0.11481584821428571,0.19978352,0.30435336,0.38869180484693877,0.2902981505102041,0.5313297114703255,1.1943957092429334,2.5885879382050603,0.5780652449145572,0.10762117988410995,0.509705827863975,1.4703244359986218,2.4593428923625087,0.446328948797156,0.11429767900655009,0.5416932317240603,1.9369817951163137,2.107581125343074,0.2799147169393193,0.13382893017070338,0.5161830280225592,1.5096858831161721,2.469507113392532,0.4059710063406148,0.09865274822710078,active_012.jpg,IMG_3112.jpg,active,train
0.49330682,0.24661946,0.0,1.0,0.47530544,0.24075922,0.0,1.0,0.46346414,0.22683041,0.0,0.9843137,0.4773588,0.23696475,0.0,0.9921568,0.5411765,0.25882354,0.6732027,0.6983219068877551,0.009885204081632654,0.2257453762755102,0.2448780293367347,0.09227519132653061,0.024115114795918366,0.23600574,0.33997625,0.4130261479591837,0.3219467474489796,1.0528937980861701,0.5768694110468331,1.1026186833059628,2.002551139769513,0.26506698008493745,1.1009247284929025,0.6239038491214756,1.235849698179896,1.848991659953389,0.19033004960986113,1.0330636006775813,0.7444794213043513,1.4423228940054682,1.6528819543867885,0.12725208028889667,1.0691366230992352,0.6378547417707339,1.2697304349466405,1.853774823503794,0.16950335831747318,active_013.jpg,IMG_3113.jpg,active,test
0.512961,0.23209174,0.0,1.0,0.49554697,0.22431597,0.0,1.0,0.47811383,0.2138282,0.0,1.0,0.4955406,0.22193122,0.0,1.0,0.5437909,0.3254902,0.6771242,0.704719387755102,0.017637914540816327,0.20366310586734693,0.18700175382653061,0.09964923469387756,0.040896045918367346,0.25583014,0.3535943,0.42972735969387754,0.34775589923469385,0.7632134771476411,0.7179727252707604,1.2069514227023788,2.0224809878962,0.28938139479949565,0.7412906458416637,0.8590760394946878,1.3440687573819092,1.8417172653871483,0.2138472703993518,0.7016302510244864,1.0125358586365298,1.4967313712838282,1.6482980893176506,0.14080437701504386,0.7343151995170345,0.8535953316681935,1.377849844922869,1.8477958690657879,0.18644372922515715,active_014.jpg,IMG_3114.jpg,active,train
0.50727826,0.22614522,0.0,1.0,0.4824464,0.21380903,0.0,0.99607843,0.45785537,0.20332177,0.0,1.0,0.48252663,0.21224779,0.0,0.9895425,0.50980395,0.31895426,0.654902,0.6843112244897959,0.04001913265306122,0.1966278698979592,0.18405213647959184,0.09097975127551021,0.061822385204081634,0.26054913,0.3573621,0.4309630102040816,0.35170200892857145,0.696946737063664,0.8286830233659463,1.4235888395579739,1.6821788311330188,0.3686025411030766,0.7030253402894122,0.994200399726076,1.5469545810792378,1.5414741033586081,0.214345516602519,0.7060148172856818,1.1923030753455446,1.6835736696298453,1.280592391380275,0.1375159520741405,0.7001355125263515,0.9946986458921209,1.5686781123002678,1.541673401839875,0.1948142654383657,active_015.jpg,IMG_3115.jpg,active,train
0.5032755,0.19891696,0.0,0.9882353,0.47050855,0.19384705,0.0,1.0,0.43189478,0.18829918,0.0,1.0,0.46855962,0.19156428,0.0,0.99607843,0.46666667,0.31633988,0.62222224,0.8083745216836735,0.014050542091836735,0.14520886479591838,0.1524035395408163,0.07200653698979592,0.13173628826530612,0.24182886,0.33824193,0.43008609693877553,0.33793048469387754,0.35893653801877573,1.2627550832242993,1.5546275714646476,1.5587134219881924,0.264967330844304,0.416234847113944,1.5124760616460238,1.6138192115806655,1.281289936064709,0.17617985743991332,0.5273437421419659,1.8184988568308267,1.550840900884835,0.990214504174445,0.11310188811894888,0.4177295856120788,1.5246332680975203,1.6410234502198457,1.263452721991324,0.1531608828535898,active_016.jpg,IMG_3116.jpg,active,train
0.4536227,0.21577425,0.0,1.0,0.42391226,0.2088114,0.0,1.0,0.3911633,0.22032443,0.0,1.0,0.42289945,0.21210985,0.0,1.0,0.40915036,0.26013073,0.5633987,0.7318239795918368,0.022500797193877552,0.21416613520408162,0.23571029974489796,0.07786591198979592,0.1611328125,0.2563731,0.3520942,0.4319395727040816,0.34933035714285715,0.7368064303472592,1.283282825265351,1.6298627369319771,1.0338608715718896,0.3161870405298897,0.8179209061793756,1.5479511886684236,1.5659875832040853,0.8110451695155286,0.25709504083426266,1.0250916620208623,1.8496890668252401,1.3467592864780917,0.4431401730968861,0.33531969473150924,0.8294802172316182,1.579041749429628,1.5751553119762631,0.7166773386356656,0.29964526658473944,abandoned_014.jpg,IMG_3118.jpg,abandoned,train
0.48810086,0.2351002,0.0,1.0,0.46366656,0.22503024,0.0,1.0,0.4331566,0.21066882,0.0,1.0,0.4616414,0.22238469,0.0,1.0,0.4993464,0.3006536,0.6379085,0.7729392538265306,0.025589923469387755,0.13922991071428573,0.21111686862244897,0.07065130739795919,0.0643734056122449,0.25826645,0.35925418,0.42247289540816324,0.34775589923469385,0.8690409628155866,0.7538464492259962,1.3827326569863116,1.7203444902956242,0.2740354117419466,0.8869778247932045,0.8873764217260405,1.566884426236146,1.4881617596197203,0.17059949996444096,0.90810346223351,1.0925541929033473,1.7598053273550205,1.1524434679256774,0.08709343631362232,0.8847855416626067,0.899533628177537,1.6012634091318132,1.4723175303590041,0.14209981714327852,active_017.jpg,IMG_3119.jpg,active,train
0.48139054,0.20595032,0.0,1.0,0.4465599,0.1970582,0.0,1.0,0.4055998,0.18509051,0.0,1.0,0.44451675,0.19345854,0.0,1.0,0.4379085,0.303268,0.5777778,0.8122010522959183,0.019969706632653062,0.1376953125,0.16743064413265307,0.06604751275510204,0.15082908163265307,0.28976715,0.37823176,0.44973692602040816,0.38364955357142855,0.45031488487141796,1.3291214725414855,1.7201449354927725,1.1680883987051267,0.3323302175125062,0.5116988125281547,1.605548445463219,1.7475484725835218,0.9127870442022659,0.22241710509382726,0.6413424649330485,1.909578255983842,1.7007133364647868,0.6115473897673914,0.13681840738970646,0.509008283231512,1.6223891658755378,1.7767456957383927,0.8959463225352153,0.19591040708533347,active_018.jpg,IMG_3120.jpg,active,train
0.49232686,0.2065427,0.0,1.0,0.46447083,0.19260621,0.0,1.0,0.43005335,0.17626521,0.0,1.0,0.46228367,0.1887378,0.0013071896,0.9986928,0.4745098,0.32418302,0.6039216,0.7660833864795918,0.02853954081632653,0.1656768176020408,0.16264748086734693,0.05307318239795918,0.0911391900510204,0.26076624,0.35806316,0.43032525510204084,0.3518016581632653,0.5682995769908601,1.0495057241570644,1.6342473028664968,1.4883610581009872,0.2595862718500985,0.5546476320412287,1.2584701661963127,1.8360369850801956,1.2032645806487292,0.14758052537811744,0.5632174660972017,1.561702782851264,1.9835178392413184,0.8153300868627663,0.07623166908457789,0.5487683272818984,1.2730189542448251,1.8862601948756048,1.172971211496165,0.11898119331632155,active_019.jpg,IMG_3121.jpg,active,train
0.47470903,0.2415411,0.0,1.0,0.4544632,0.23123921,0.0,1.0,0.43420002,0.21680383,0.0,0.99607843,0.45445743,0.22872482,0.0,0.9986928,0.48496732,0.26143792,0.6392157,0.7094826211734694,0.0157047193877551,0.2074298469387755,0.24139030612244897,0.08838887117346939,0.05169802295918367,0.26225662,0.36367345,0.4203603316326531,0.348812181122449,1.0256895574201164,0.7543446953920412,1.355827366024485,1.5193519719379858,0.3447863725916856,1.011639015537649,0.9152782070245572,1.4665376558711118,1.3617068732558912,0.24483818423635015,0.9826410886738334,1.1114875472130552,1.5764507519114621,1.185327717334711,0.1440928019559472,1.0041653230469747,0.916673296289483,1.4947383867681374,1.3646963504748943,0.2197265755967245,active_020.jpg,IMG_3122.jpg,active,test
