filename,original_filename,label,split,usable_for_main_dataset,notes,flat_tire,rust,dust_debris,damaged_seat,missing_wheel,missing_seat,missing_handlebar_or_grip,missing_major_part,broken_chain,weathered_lock,bent_wheel,overgrown_or_buried,surface_wear,visible_warning_tag,occluded_or_cluttered,bad_angle_or_crop
abandoned_010.jpg,IMG_3099.jpg,abandoned,train,1,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
abandoned_011.jpg,IMG_3100.jpg,abandoned,test,1,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
abandoned_012.jpg,IMG_3101.jpg,abandoned,train,1,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
active_009.jpg,IMG_3108.jpg,active,train,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
active_010.jpg,IMG_3109.jpg,active,test,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abandoned_013.jpg,IMG_3110.jpg,abandoned,test,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
active_011.jpg,IMG_3111.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_012.jpg,IMG_3112.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_013.jpg,IMG_3113.jpg,active,test,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_014.jpg,IMG_3114.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_015.jpg,IMG_3115.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_016.jpg,IMG_3116.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abandoned_014.jpg,IMG_3118.jpg,abandoned,train,1,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
active_017.jpg,IMG_3119.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_018.jpg,IMG_3120.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_019.jpg,IMG_3121.jpg,active,train,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
active_020.jpg,IMG_3122.jpg,active,test,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_021.jpg,IMG_3123.jpg,active,test,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_022.jpg,IMG_3124.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_023.jpg,IMG_3125.jpg,active,test,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
active_024.jpg,IMG_3126.jpg,active,test,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_025.jpg,IMG_3127.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_026.jpg,IMG_3128.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abandoned_015.jpg,IMG_3129.jpg,abandoned,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abandoned_016.jpg,IMG_3130.jpg,abandoned,test,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abandoned_017.jpg,IMG_3132.jpg,abandoned,train,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
abandoned_018.jpg,IMG_3133.jpg,abandoned,train,1,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
active_027.jpg,IMG_3134.jpg,active,train,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
active_028.jpg,IMG_3135.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_029.jpg,IMG_3136.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abandoned_019.jpg,IMG_3137.jpg,abandoned,test,1,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
abandoned_020.jpg,IMG_3138.jpg,abandoned,train,1,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
abandoned_021.jpg,IMG_3139.jpg,abandoned,test,1,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
abandoned_022.jpg,IMG_3140.jpg,abandoned,test,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
active_030.jpg,IMG_3141.jpg,active,train,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
abandoned_023.jpg,IMG_3142.jpg,abandoned,train,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
abandoned_024.jpg,IMG_3144.jpg,abandoned,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
active_031.jpg,IMG_3145.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_032.jpg,IMG_3146.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_033.jpg,IMG_3147.jpg,active,train,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abandoned_025.jpg,IMG_3148.jpg,abandoned,train,1,,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
active_034.jpg,IMG_3149.jpg,active,train,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
